serum,virus,replicate,concentration,fraction infectivity
2380,HK19,1,0.025,0.036317797
2380,HK19,1,0.0125,0.067859601
2380,HK19,1,0.00625,0.242601661
2380,HK19,1,0.003125,0.588730743
2380,HK19,1,0.0015625,0.91874711
2380,HK19,1,0.00078125,1.031981807
2380,HK19,1,0.000390625,0.999268127
2381,HK19,1,0.05,0.031693523
2381,HK19,1,0.025,0.037658172
2381,HK19,1,0.0125,0.183379215
2381,HK19,1,0.00625,0.522070825
2381,HK19,1,0.003125,0.831494216
2381,HK19,1,0.0015625,1.02149792
2381,HK19,1,0.00078125,1.072384191
2381,HK19,1,0.000390625,1.005959538
2382,HK19,1,0.05,0.029416996
2382,HK19,1,0.025,0.021765147
2382,HK19,1,0.0125,0.016207846
2382,HK19,1,0.00625,0.016961181
2382,HK19,1,0.003125,0.032802033
2382,HK19,1,0.0015625,0.172869471
2382,HK19,1,0.00078125,0.479419779
2382,HK19,1,0.000390625,0.789116002
3852,HK19,1,0.05,0.06471446
3852,HK19,1,0.025,0.243559809
3852,HK19,1,0.0125,0.657736522
3852,HK19,1,0.00625,0.950986424
3852,HK19,1,0.003125,1.008290046
3852,HK19,1,0.0015625,1.082142374
3852,HK19,1,0.00078125,1.11917815
3852,HK19,1,0.000390625,0.983721801
3853,HK19,1,0.05,0.075868049
3853,HK19,1,0.025,0.280191388
3853,HK19,1,0.0125,0.614378317
3853,HK19,1,0.00625,0.918173988
3853,HK19,1,0.003125,1.014650694
3853,HK19,1,0.0015625,1.040304765
3853,HK19,1,0.00078125,1.075517361
3853,HK19,1,0.000390625,0.982223631
3856,HK19,1,0.05,0.02017893
3856,HK19,1,0.025,0.03261244
3856,HK19,1,0.0125,0.116992734
3856,HK19,1,0.00625,0.331774743
3856,HK19,1,0.003125,0.663203647
3856,HK19,1,0.0015625,0.921329065
3856,HK19,1,0.00078125,1.031757791
3856,HK19,1,0.000390625,0.992019361
3857,HK19,1,0.05,0.016789501
3857,HK19,1,0.025,0.021511962
3857,HK19,1,0.0125,0.036699763
3857,HK19,1,0.00625,0.15622821
3857,HK19,1,0.003125,0.381087671
3857,HK19,1,0.0015625,0.704251386
3857,HK19,1,0.00078125,0.987257371
3857,HK19,1,0.000390625,1.063989167
3862,HK19,1,0.05,0.031923698
3862,HK19,1,0.025,0.024229665
3862,HK19,1,0.0125,0.017546952
3862,HK19,1,0.00625,0.02071285
3862,HK19,1,0.003125,0.074886038
3862,HK19,1,0.0015625,0.25571435
3862,HK19,1,0.00078125,0.615547982
3862,HK19,1,0.000390625,0.866576392
3865,HK19,1,0.05,0.038190202
3865,HK19,1,0.025,0.119425837
3865,HK19,1,0.0125,0.39241721
3865,HK19,1,0.00625,0.783232845
3865,HK19,1,0.003125,1.010707092
3865,HK19,1,0.0015625,1.102294757
3865,HK19,1,0.00078125,1.165802341
3865,HK19,1,0.000390625,1.078337031
3866,HK19,1,0.05,0.030544279
3866,HK19,1,0.025,0.024344498
3866,HK19,1,0.0125,0.011750191
3866,HK19,1,0.00625,0.014847627
3866,HK19,1,0.003125,0.014247853
3866,HK19,1,0.0015625,0.035661151
3866,HK19,1,0.00078125,0.144762187
3866,HK19,1,0.000390625,0.432913654
3868,HK19,1,0.05,0.912544831
3868,HK19,1,0.025,1.065913876
3868,HK19,1,0.0125,1.185515931
3868,HK19,1,0.00625,1.150609081
3868,HK19,1,0.003125,1.132873953
3868,HK19,1,0.0015625,1.063387584
3868,HK19,1,0.00078125,1.082629525
3868,HK19,1,0.000390625,0.952951684
3878,HK19,1,0.05,0.023478764
3878,HK19,1,0.025,0.058753803
3878,HK19,1,0.0125,0.191954222
3878,HK19,1,0.00625,0.43161197
3878,HK19,1,0.003125,0.768281648
3878,HK19,1,0.0015625,0.921659551
3878,HK19,1,0.00078125,0.979969329
3878,HK19,1,0.000390625,1.1131281
3881,HK19,1,0.05,0.862238622
3881,HK19,1,0.025,1.081986645
3881,HK19,1,0.0125,1.043939657
3881,HK19,1,0.00625,1.070238386
3881,HK19,1,0.003125,1.155918401
3881,HK19,1,0.0015625,1.027802178
3881,HK19,1,0.00078125,1.072926743
3881,HK19,1,0.000390625,1.023486479
3884,HK19,1,0.05,0.047174589
3884,HK19,1,0.025,0.174562409
3884,HK19,1,0.0125,0.433639674
3884,HK19,1,0.00625,0.718877388
3884,HK19,1,0.003125,1.008390228
3884,HK19,1,0.0015625,1.041570486
3884,HK19,1,0.00078125,1.166072903
3884,HK19,1,0.000390625,1.109073329
3885,HK19,1,0.05,0.053831127
3885,HK19,1,0.025,0.118258327
3885,HK19,1,0.0125,0.256077683
3885,HK19,1,0.00625,0.520316345
3885,HK19,1,0.003125,0.79723616
3885,HK19,1,0.0015625,0.970195902
3885,HK19,1,0.00078125,1.100955527
3885,HK19,1,0.000390625,1.146252456
3888,HK19,1,0.05,0.677085594
3888,HK19,1,0.025,0.984155834
3888,HK19,1,0.0125,0.993618866
3888,HK19,1,0.00625,1.002010031
3888,HK19,1,0.003125,1.154478901
3888,HK19,1,0.0015625,1.088309195
3888,HK19,1,0.00078125,1.147056742
3888,HK19,1,0.000390625,1.124169552
