serum,virus,replicate,concentration,fraction infectivity
4576,HK19,1,0.0125,0.966494902
4576,HK19,1,0.00625,1.020085799
4576,HK19,1,0.003125,1.09448439
4576,HK19,1,0.0015625,0.992260711
4576,HK19,1,0.00078125,0.96859805
4576,HK19,1,0.000390625,1.09075857
4577,HK19,1,0.0125,1.172700533
4577,HK19,1,0.00625,1.174832252
4577,HK19,1,0.003125,1.189129586
4577,HK19,1,0.0015625,1.123548883
4577,HK19,1,0.00078125,1.062779947
4577,HK19,1,0.000390625,1.152388545
4578,HK19,1,0.05,0.27605573
4578,HK19,1,0.025,0.239135443
4578,HK19,1,0.0125,0.428334476
4578,HK19,1,0.00625,0.94599054
4578,HK19,1,0.003125,1.056856034
4578,HK19,1,0.0015625,1.088675463
4578,HK19,1,0.00078125,1.060336775
4578,HK19,1,0.00039063,1.112651009
4579,HK19,1,0.0125,1.245460778
4579,HK19,1,0.00625,1.142580574
4579,HK19,1,0.003125,1.161011693
4579,HK19,1,0.0015625,1.06909413
4579,HK19,1,0.00078125,1.050947328
4579,HK19,1,0.00039063,1.161587049
4580,HK19,1,0.05,0.108435036
4580,HK19,1,0.025,0.076193269
4580,HK19,1,0.0125,0.050777362
4580,HK19,1,0.00625,0.101682983
4580,HK19,1,0.003125,0.223426983
4580,HK19,1,0.0015625,0.411114737
4580,HK19,1,0.00078125,0.753598889
4580,HK19,1,0.00039063,0.908934813
4583,HK19,1,0.05,0.222399827
4583,HK19,1,0.025,0.149328754
4583,HK19,1,0.0125,0.799168454
4583,HK19,1,0.00625,1.058233418
4583,HK19,1,0.003125,1.186786428
4583,HK19,1,0.0015625,1.132640216
4583,HK19,1,0.00078125,1.063833864
4583,HK19,1,0.00039063,1.108419697
4584,HK19,1,0.05,0.144205638
4584,HK19,1,0.025,0.08750288
4584,HK19,1,0.0125,0.098812394
4584,HK19,1,0.00625,0.348256517
4584,HK19,1,0.003125,0.701293331
4584,HK19,1,0.0015625,0.877010583
4584,HK19,1,0.00078125,0.951064696
4584,HK19,1,0.00039063,0.963267309
4585,HK19,1,0.05,0.613327573
4585,HK19,1,0.025,0.713427022
4585,HK19,1,0.0125,0.208284495
4585,HK19,1,0.00625,1.136904631
4585,HK19,1,0.003125,1.214766488
4585,HK19,1,0.0015625,1.098326262
4585,HK19,1,0.00078125,1.019138183
4585,HK19,1,0.00039063,1.048874716
4586,HK19,1,0.05,0.130029902
4586,HK19,1,0.025,0.138968021
4586,HK19,1,0.0125,0.135063467
4586,HK19,1,0.00625,0.780721168
4586,HK19,1,0.003125,0.93480611
4586,HK19,1,0.0015625,0.969126237
4586,HK19,1,0.00078125,0.965296641
4586,HK19,1,0.00039063,1.014845743
4587,HK19,1,0.05,0.348868005
4587,HK19,1,0.025,0.275408572
4587,HK19,1,0.0125,0.908059468
4587,HK19,1,0.00625,1.192765967
4587,HK19,1,0.003125,1.233184489
4587,HK19,1,0.0015625,1.187412087
4587,HK19,1,0.00078125,1.080195984
4587,HK19,1,0.00039063,1.151762932
4640,HK19,1,0.0125,1.181055469
4640,HK19,1,0.00625,1.222006125
4640,HK19,1,0.003125,1.195957697
4640,HK19,1,0.0015625,1.15064966
4640,HK19,1,0.00078125,1.070752202
4640,HK19,1,0.00039063,1.096729297
4641,HK19,1,0.05,0.184451089
4641,HK19,1,0.025,0.142395099
4641,HK19,1,0.0125,0.112936881
4641,HK19,1,0.00625,0.11749715
4641,HK19,1,0.003125,0.099365452
4641,HK19,1,0.0015625,0.279413518
4641,HK19,1,0.00078125,0.6292808
4641,HK19,1,0.00039063,0.823300858
4642,HK19,1,0.0125,1.118196835
4642,HK19,1,0.00625,1.081930566
4642,HK19,1,0.003125,1.118025852
4642,HK19,1,0.0015625,1.077696984
4642,HK19,1,0.00078125,1.075321774
4642,HK19,1,0.00039063,1.028531663
4643,HK19,1,0.05,0.129303716
4643,HK19,1,0.025,0.078351575
4643,HK19,1,0.0125,0.436663189
4643,HK19,1,0.00625,0.858247826
4643,HK19,1,0.003125,1.042256169
4643,HK19,1,0.0015625,1.072547383
4643,HK19,1,0.00078125,1.090249042
4643,HK19,1,0.00039063,1.126594758
4644,HK19,1,0.05,0.461085006
4644,HK19,1,0.025,0.317647311
4644,HK19,1,0.0125,0.310554686
4644,HK19,1,0.00625,1.216953927
4644,HK19,1,0.003125,1.166251469
4644,HK19,1,0.0015625,1.162331625
4644,HK19,1,0.00078125,1.086999568
4644,HK19,1,0.00039063,1.162491301
4645,HK19,1,0.05,0.124177702
4645,HK19,1,0.025,0.064257716
4645,HK19,1,0.0125,0.04529647
4645,HK19,1,0.00625,0.132922004
4645,HK19,1,0.003125,0.287567568
4645,HK19,1,0.0015625,0.511765407
4645,HK19,1,0.00078125,0.794394659
4645,HK19,1,0.00039063,0.910345627
4672,HK19,1,0.05,0.367156779
4672,HK19,1,0.025,0.193585837
4672,HK19,1,0.0125,0.129530447
4672,HK19,1,0.00625,1.129869268
4672,HK19,1,0.003125,1.12128751
4672,HK19,1,0.0015625,1.072914749
4672,HK19,1,0.00078125,1.030831163
4672,HK19,1,0.00039063,1.076032914
4673,HK19,1,0.0125,1.215116904
4673,HK19,1,0.00625,1.164642644
4673,HK19,1,0.003125,1.169282931
4673,HK19,1,0.0015625,1.136577058
4673,HK19,1,0.00078125,1.051053753
4673,HK19,1,0.00039063,1.03422208
4674,HK19,1,0.05,0.124038297
4674,HK19,1,0.025,0.075502208
4674,HK19,1,0.0125,0.094168764
4674,HK19,1,0.00625,0.166655606
4674,HK19,1,0.003125,0.352215935
4674,HK19,1,0.0015625,0.617842018
4674,HK19,1,0.00078125,0.825905754
4674,HK19,1,0.00039063,0.927863228
4701,HK19,1,0.05,0.1790477
4701,HK19,1,0.025,0.11725439
4701,HK19,1,0.0125,0.311200017
4701,HK19,1,0.00625,0.620346407
4701,HK19,1,0.003125,0.87765571
4701,HK19,1,0.0015625,1.002531762
4701,HK19,1,0.00078125,1.010182335
4701,HK19,1,0.00039063,1.09161748
4709,HK19,1,0.05,1.153872457
4709,HK19,1,0.025,0.87211062
4709,HK19,1,0.0125,0.701469102
4709,HK19,1,0.00625,1.128984449
4709,HK19,1,0.003125,1.17333392
4709,HK19,1,0.0015625,1.106195912
4709,HK19,1,0.00078125,0.985176415
4709,HK19,1,0.00039063,1.106794987
4776,HK19,1,0.05,0.227132843
4776,HK19,1,0.025,0.140680391
4776,HK19,1,0.0125,0.880557527
4776,HK19,1,0.00625,1.145397837
4776,HK19,1,0.003125,1.040179653
4776,HK19,1,0.0015625,1.144632664
4776,HK19,1,0.00078125,1.06876628
4776,HK19,1,0.00039063,1.042537726
4795,HK19,1,0.05,0.447768849
4795,HK19,1,0.025,0.488877832
4795,HK19,1,0.0125,1.158030587
4795,HK19,1,0.00625,1.179020948
4795,HK19,1,0.003125,1.117897008
4795,HK19,1,0.0015625,1.125161112
4795,HK19,1,0.00078125,1.033956903
4795,HK19,1,0.00039063,1.038350827
4796,HK19,1,0.05,0.159087023
4796,HK19,1,0.025,0.216016751
4796,HK19,1,0.0125,0.120066249
4796,HK19,1,0.00625,0.789302542
4796,HK19,1,0.003125,0.962110037
4796,HK19,1,0.0015625,0.983474498
4796,HK19,1,0.00078125,1.009045702
4796,HK19,1,0.00039063,1.053528334
