serum,virus,replicate,concentration,fraction infectivity
3972,H6,2,0.00390625,1.145210125
3972,H6,2,0.001953125,1.248004715
3972,H6,2,0.000976563,1.257803468
3972,H6,2,0.000488281,1.197882262
3972,H6,2,0.000244141,1.177673982
3972,H6,2,0.00012207,1.196049513
3972,H6,2,6.10352E-05,1.150198662
3973,H6,1,0.125,0.180574314
3973,H6,1,0.0625,0.080475004
3973,H6,1,0.03125,0.070121722
3973,H6,1,0.015625,0.252622524
3973,H6,1,0.0078125,0.681074874
3973,H6,1,0.00390625,0.930071455
3973,H6,1,0.001953125,1.009749269
3973,H6,1,0.000976563,1.187813102
3973,H6,1,0.000488281,1.102778317
3973,H6,1,0.000244141,1.188268142
3973,H6,1,0.00012207,1.261206215
3973,H6,1,6.10352E-05,1.314512756
3973,H6,2,0.125,0.165776029
3973,H6,2,0.0625,0.039389281
3973,H6,2,0.03125,0.080311206
3973,H6,2,0.015625,0.232502569
3973,H6,2,0.0078125,0.553468075
3973,H6,2,0.00390625,0.873150054
3973,H6,2,0.001953125,1.032685838
3973,H6,2,0.000976563,1.005539499
3973,H6,2,0.000488281,1.131047212
3973,H6,2,0.000244141,1.118805939
3973,H6,2,0.00012207,1.090123782
3973,H6,2,6.10352E-05,1.123379339
